기준월,지역,업종,총승인금액,총승인건수
2024-12,서울,교통,72806722,3376
2024-12,서울,문화/여가,350810369,10928
2024-12,서울,의료,882856556,17413
2024-12,서울,교육,434643770,8212
2024-12,서울,공과금,571085662,20430
2024-12,서울,여행,298920026,10605
2024-12,경기,식음료,92307132,3068
2024-12,경기,쇼핑,593226409,16642
2024-12,경기,교통,564873364,31716
2024-12,경기,문화/여가,967082430,22088
2024-12,경기,의료,568186709,12552
2024-12,경기,교육,703779035,40803
2024-12,경기,공과금,188740167,10879
2024-12,경기,여행,346501468,11933
2024-12,부산,식음료,91777896,1810
2024-12,부산,쇼핑,234912052,9338
2024-12,부산,교통,121433176,7027
2024-12,부산,문화/여가,40025124,687
2024-12,부산,의료,48549281,2192
2024-12,부산,교육,17212144,722
2024-12,부산,공과금,190183635,3523
2024-12,부산,여행,198779474,11882
2024-12,인천,식음료,117881622,3871
2024-12,인천,쇼핑,301889357,7987
2024-12,인천,교통,21546979,647
2024-12,인천,문화/여가,186235058,4800
2024-12,인천,의료,112646090,3532
2024-12,인천,교육,197070345,6462
2024-12,인천,공과금,197250953,3770
2024-12,인천,여행,116297757,2224
2024-12,대구,식음료,50235329,1012
2024-12,대구,쇼핑,72390579,4800
2024-12,대구,교통,61055457,2744
2024-12,대구,문화/여가,80474286,2659
2024-12,대구,의료,98062146,5998
2024-12,대구,교육,100370254,2015
2024-12,대구,공과금,55895000,3552
2024-12,대구,여행,25575956,986
2024-12,대전,식음료,50932207,912
2024-12,대전,쇼핑,35886701,820
2024-12,대전,교통,29915519,1051
2024-12,대전,문화/여가,94300507,2348
2024-12,대전,의료,67236558,1345
2024-12,대전,교육,85842646,3679
2024-12,대전,공과금,73548656,2531
2024-12,대전,여행,44581522,1000
2024-12,광주,식음료,58654920,1028
2024-12,광주,쇼핑,37189130,1034
2024-12,광주,교통,23961746,1290
2024-12,광주,문화/여가,32410132,919
2024-12,광주,의료,103451592,1745
2024-12,광주,교육,48109342,1834
2024-12,광주,공과금,13793738,230
2024-12,광주,여행,22586214,1055
2024-12,울산,식음료,53591579,2739
2024-12,울산,쇼핑,23714985,767
2024-12,울산,교통,28339658,778
2024-12,울산,문화/여가,33427054,703
2024-12,울산,의료,75816625,3980
2024-12,울산,교육,10836467,184
2024-12,울산,공과금,18676426,560
2024-12,울산,여행,6155728,201
2024-12,세종,식음료,6161701,260
2024-12,세종,쇼핑,14852457,577
2024-12,세종,교통,4003189,181
2024-12,세종,문화/여가,6549038,196
2024-12,세종,의료,23211554,723
2024-12,세종,교육,10680784,684
2024-12,세종,공과금,11581434,294
2024-12,세종,여행,22158129,981
2024-12,강원,식음료,17411347,420
2024-12,강원,쇼핑,13796573,406
2024-12,강원,교통,27930709,924
2024-12,강원,문화/여가,33288139,904
2024-12,강원,의료,10880014,240
2024-12,강원,교육,55416787,1221
2024-12,강원,공과금,16202544,611
2024-12,강원,여행,14330272,755
2024-12,충북,식음료,58724708,1096
2024-12,충북,쇼핑,36530230,707
2024-12,충북,교통,83422000,5356
2024-12,충북,문화/여가,28000663,1146
2024-12,충북,의료,13739473,290
2024-12,충북,교육,22316215,1366
2024-12,충북,공과금,43475554,854
2024-12,충북,여행,4557277,88
2024-12,충남,식음료,57778656,1034
2024-12,충남,쇼핑,71407564,3716
2024-12,충남,교통,77199643,1726
2024-12,충남,문화/여가,47189873,1286
2024-12,충남,의료,24286462,484
2024-12,충남,교육,53621555,1301
2024-12,충남,공과금,35793206,701
2024-12,충남,여행,33975506,788
2024-12,전북,식음료,49937251,1798
2024-12,전북,쇼핑,6062533,138
2024-12,전북,교통,23684405,536
2024-12,전북,문화/여가,18661360,379
2024-12,전북,의료,44548927,816
2024-12,전북,교육,61428318,1691
2024-12,전북,공과금,65394638,1123
2024-12,전북,여행,16911472,326
2024-12,전남,식음료,51888884,1140
2024-12,전남,쇼핑,21968917,775
2024-12,전남,교통,50226897,1865
2024-12,전남,문화/여가,31963380,949
2024-12,전남,의료,29374771,1482
2024-12,전남,교육,50043846,900
2024-12,전남,공과금,98064814,2408
2024-12,전남,여행,23290606,715
2024-12,경북,식음료,37712318,1384
2024-12,경북,쇼핑,56456259,989
2024-12,경북,교통,42835404,1772
2024-12,경북,문화/여가,78066208,4227
2024-12,경북,의료,102983298,2930
2024-12,경북,교육,27487911,477
2024-12,경북,공과금,72426065,1721
2024-12,경북,여행,67870244,1638
2024-12,경남,식음료,41316261,1409
2024-12,경남,쇼핑,113049299,2037
2024-12,경남,교통,60413527,1710
2024-12,경남,문화/여가,81760540,3610
2024-12,경남,의료,53639812,1739
2024-12,경남,교육,88335141,5740
2024-12,경남,공과금,118051488,6070
2024-12,경남,여행,98892935,2375
2024-12,제주,식음료,46085659,1296
2024-12,제주,쇼핑,20679633,490
2024-12,제주,교통,30466746,786
2024-12,제주,문화/여가,9411131,212
2024-12,제주,의료,20763345,1216
2024-12,제주,교육,62080176,2388
2024-12,제주,공과금,66571525,1372
2024-12,제주,여행,63892801,3079
