거래일시,사용자ID,결제수단,가맹점업종,거래금액,지역,연령대,거래상태
2024/11/20 21:16,U001693,포인트결제,문화/여가,37173.0,충북,,실패
2024-05-27 19:38:00,U001384,신용카드,교육,152886.0,서울,30대,성공
2024-06-20 12:55:00,U003445, 신용카드 ,교통,,광주,50대,성공
2024-08-02 19:21:00,U003445,체크카드,식음료,23886.0,,60대 이상,성공
2024-05-27 14:55:00,U003033,,공과금,40294.0,인천,20대,성공
2024-06-03 03:42:00,U001404,신용카드,쇼핑,31919.0,서울,20대,성공
2024-06-04 11:50:00,U000166,신용카드,기타,24612.0,서울,20대,실패
2024/09/07 13:06,U001443,계좌이체,쇼핑,40941.0,충남,20대,성공
2024-05-19 15:57:00,U001644,신용카드,공과금,148805.0,경기,40대,성공
2024-01-29 19:21:00,U000538,신용카드,쇼핑,14163.0,서울,50대,실패
2024-09-24 23:08:00,U000431,신용카드,쇼핑,53702.0,부산,20대,성공
2024-08-30 20:33:00,U001585,계좌이체,의료,54934.0,경기,,성공
2024-10-21 20:13:00,U003082,신용카드,공과금,56875.0,경기,50대,취소
2024-03-01 22:09:00,U001626,계좌이체,문화/여가,,경북,30대,성공
2024-09-23 17:53:00,U003455,휴대폰결제,문화/여가,24207.0,부산,40대,성공
2024-05-18 18:33:00,U000063,계좌이체,공과금,,경기,40대,성공
2024-07-31 18:50:00,U002969,포인트결제,의료,12584.0,부산,40대,성공
2024-12-01 16:14:00,U001028,계좌이체,식음료,35815.0,제주,20대,성공
2024-08-07 20:37:00,U002286,,교육,151320.0,경기,40대,성공
2024/06/08 12:40,U000810,체크카드,식음료,59784.0,부산,40대,성공
2024-10-29 20:33:00,U001382,신용카드,교통,4468.0,광주,20대,성공
2024-02-19 19:47:00,U003189,체크카드,여행,167270.0,전북,20대,성공
2024-03-17 20:47:00,U000883,체크카드,쇼핑,44317.0,대구,40대,성공
2024-08-20 08:49:00,U001907,포인트결제,식음료,21455.0,서울,40대,성공
2024-01-13 17:52:00,U002467,신용카드,공과금,102854.0,경기,30대,성공
2024-02-22 12:39:00,U000517,계좌이체,교통,1758.0,경기,40대,성공
2024-04-20 20:34:00,U002955,체크카드,교육,57783.0,서울,20대,성공
2024-07-17 21:13:00,U000817,신용카드,의료,94838.0,부산,30대,성공
2024-10-15 17:48:00,U002184,휴대폰결제,교통,,충남,30대,성공
2024-07-05 13:11:00,U001136, 신용카드 ,공과금,105612.0,경기,40대,실패
2024-03-06 12:27:00,U001897, 신용카드 ,문화/여가,33069.0,서울,40대,성공
2024-04-10 16:30:00,U003300,신용카드,교육,50705.0,경북,40대,성공
2024/02/10 14:20,U000634,계좌이체,식음료,29436.0,경남,30대,성공
2024-11-18 12:15:00,U002320,포인트결제,공과금,106966.0,부산,20대,성공
2024-06-22 19:13:00,U003977,체크카드,식음료,31601.0,서울,40대,성공
2024-12-03 20:34:00,U000387,신용카드,식음료,3122.0,강원,20대,성공
2024/11/22 11:42,U003340,포인트결제,쇼핑,4961.0,경기,40대,성공
2024-01-14 16:51:00,U000424, 신용카드 ,식음료,34076.0,경기,40대,실패
2024-03-10 13:59:00,U002428,신용카드,교육,206002.0,경기,30대,성공
2024-05-19 04:02:00,U001322,포인트결제,쇼핑,,경기,10대,성공
2024-08-13 18:51:00,U000809,계좌이체,교통,2590.0,경기,60대 이상,성공
2024-09-22 18:44:00,U003095,신용카드,문화/여가,52123.0,충남,30대,성공
2024-12-27 13:30:00,U002764,신용카드,교통,1948.0,경기,20대,실패
2024-11-11 10:29:00,U003541,신용카드,쇼핑,,경남,50대,성공
2024-10-16 20:05:00,U003190,체크카드,쇼핑,51776.0,전북,30대,성공
2024-06-16 09:16:00,U003729,신용카드,쇼핑,-31668.0,서울,30대,성공
2024-08-05 21:48:00,U002431,신용카드,문화/여가,24279.0,,40대,성공
2024-03-21 21:11:00,U000605,신용카드,교육,66564.0,충남,30대,성공
2024-11-15 18:46:00,U001857,계좌이체,식음료,30401.0,경기,10대,성공
2024/04/09 09:00,U001294,신용카드,교육,223134.0,경기,30대,성공
2024-11-02 10:38:00,U002281,신용카드,교육,44968.0,제주,20대,성공
2024-11-25 17:25:00,U000800,휴대폰결제,교육,110098.0,경기,10대,성공
2024-04-12 07:03:00,U001325,계좌이체,공과금,32724.0,경기,30대,성공
2024-11-09 18:33:00,U001704,포인트결제,교육,243095.0,서울,30대,성공
2024-12-13 10:34:00,U002665,휴대폰결제,여행,235449.0,경기,40대,성공
2024/07/23 18:15,U000602,,식음료,41990.0,대전,20대,성공
2024-11-25 18:41:00,U002327,신용카드,식음료,3419.0,경기,20대,성공
2024-11-17 06:39:00,U002672,신용카드,식음료,38173.0,대전,50대,성공
2024-09-13 20:13:00,U003813,계좌이체,식음료,19549.0,인천,30대,성공
2024-09-21 05:13:00,U001740,포인트결제,쇼핑,41985.0,경북,,성공
2024-09-12 18:57:00,U000079,신용카드,교통,6616.0,경기,20대,성공
2024-05-13 20:51:00,U001909,체크카드,여행,81585.0,서울,20대,성공
2024-06-17 08:26:00,U002017,체크카드,식음료,14696.0,경기,30대,실패
2024-03-05 11:53:00,U002425,신용카드,쇼핑,28116.0,경기,20대,성공
2024/01/12 17:09,U003150,신용카드,식음료,3119.0,제주,30대,성공
2024-03-01 08:54:00,U000817,신용카드,의료,30330.0,,30대,성공
2024-09-09 10:44:00,U000189,체크카드,식음료,11863.0,서울,50대,성공
2024-08-16 08:50:00,U002718,신용카드,쇼핑,46841.0,서울,20대,성공
2024-11-25 14:46:00,U002091,포인트결제,의료,40417.0,경북,20대,실패
2024-03-30 22:32:00,U002785,계좌이체,의료,20032.0,대전,40대,성공
2024-09-14 13:05:00,U001371,포인트결제,교통,3168.0,인천,30대,성공
2024-10-18 11:18:00,U000734,포인트결제,교통,1805.0,서울,20대,성공
2024-01-04 20:26:00,U002916,체크카드,여행,82399.0,서울,60대 이상,성공
2024-11-06 23:59:00,U000794,계좌이체,공과금,28214.0,경기,30대,성공
2024-07-27 14:50:00,U003478,신용카드,쇼핑,71995.0,경기,50대,성공
2024/10/03 07:20,U000051,포인트결제,쇼핑,64024.0,서울,10대,성공
2024-01-07 16:55:00,U001187,신용카드,의료,23888.0,경기,20대,성공
2024-03-23 20:46:00,U003452,신용카드,식음료,19512.0,경기,20대,실패
2024-10-12 10:36:00,U000207,신용카드,문화/여가,36467.0,대구,60대 이상,성공
2024/12/10 11:18,U003497,체크카드,기타,25358.0,경기,30대,성공
2024-09-20 18:30:00,U001109,계좌이체,쇼핑,59910.0,경남,20대,성공
2024-05-12 18:52:00,U000129,체크카드,쇼핑,25506.0,서울,40대,성공
2024-01-23 18:28:00,U003090,신용카드,기타,7839.0,경기,10대,성공
2024/08/31 18:18,U000624,신용카드,교통,3173.0,강원,30대,성공
2024-02-28 13:38:00,U003194,계좌이체,교육,190310.0,울산,30대,성공
2024-10-19 14:44:00,U000228,휴대폰결제,식음료,9929.0,서울,50대,성공
2024-10-04 08:19:00,U003486,신용카드,교통,3060.0,인천,40대,성공
2024-02-29 08:01:00,U000244,계좌이체,공과금,23294.0,서울,30대,성공
2024/07/09 00:18,U001297,신용카드,교육,,부산,50대,성공
2024-08-01 20:42:00,U003148,체크카드,쇼핑,28311.0,경기,30대,성공
2024/08/06 20:25,U003511,계좌이체,의료,64046.0,대전,20대,성공
2024-03-02 06:35:00,U003936,신용카드,문화/여가,29301.0,강원,50대,성공
2024-03-27 19:05:00,U000421,포인트결제,의료,41375.0,부산,30대,성공
2024-10-07 09:43:00,U003972,포인트결제,식음료,8359.0,서울,50대,성공
2024-06-14 12:13:00,U001118,계좌이체,쇼핑,42320.0,서울,40대,성공
2024-01-30 18:08:00,U000999,체크카드,쇼핑,78699.0,경기,50대,성공
2024-09-28 17:17:00,U002181,신용카드,기타,20813.0,충남,30대,성공
2024-01-26 09:27:00,U002183,신용카드,의료,36522.0,대구,30대,성공
2024/08/09 18:00,U003930,계좌이체,교통,3809.0,서울,60대 이상,성공
2024/10/15 18:10,U001010,계좌이체,식음료,40382.0,서울,60대 이상,성공
2024/09/15 17:04,U003995,체크카드,공과금,4067.0,대구,30대,성공
2024-02-28 19:55:00,U002368,신용카드,문화/여가,26808.0,충남,50대,성공
2024-09-09 07:56:00,U003777,신용카드,식음료,22421.0,서울,30대,성공
2024-01-05 17:54:00,U001624,신용카드,쇼핑,22678.0,경기,30대,취소
2024-12-04 20:32:00,U001544,체크카드,교통,2028.0,경기,40대,성공
2024-03-27 18:59:00,U002005,신용카드,쇼핑,51159.0,경기,30대,성공
2024-08-01 11:16:00,U002285,포인트결제,의료,82626.0,강원,20대,성공
2024-12-21 16:10:00,U003872,신용카드,교통,1339.0,경기,,성공
2024-07-06 08:47:00,U002303,신용카드,교통,5375.0,서울,,성공
2024-01-30 15:58:00,U000560,체크카드,쇼핑,106123.0,경기,30대,성공
2024-07-03 08:52:00,U000069,신용카드,교통,2451.0,,,성공
2024-02-07 18:44:00,U002884,신용카드,식음료,23834.0,경기,10대,성공
2024-12-18 11:50:00,U003540,신용카드,문화/여가,12822.0,충북,30대,성공
2024-07-30 10:19:00,U002255, 신용카드 ,문화/여가,28471.0,대전,20대,성공
2024-04-17 06:26:00,U002807,,쇼핑,42750.0,서울,20대,성공
2024-01-30 22:43:00,U003112,계좌이체,식음료,3911.0,경기,20대,취소
2024-07-03 13:23:00,U002765,신용카드,쇼핑,28903.0,서울,20대,성공
2024-11-15 12:01:00,U000429,신용카드,공과금,68025.0,경기,20대,성공
2024-05-27 14:39:00,U001921,신용카드,쇼핑,106073.0,충남,20대,취소
2024-11-12 23:59:00,U001428,체크카드,쇼핑,39108.0,서울,30대,성공
2024-04-26 12:54:00,U000366,계좌이체,공과금,113409.0,대구,30대,성공
2024-04-05 12:58:00,U001830,계좌이체,식음료,28320.0,대전,,성공
2024-05-23 20:45:00,U002310,신용카드,의료,43396.0,광주,30대,성공
2024/06/29 13:54,U001894,신용카드,식음료,25570.0,대전,10대,성공
2024-11-17 13:18:00,U000903,신용카드,교통,4282.0,,,성공
2024-03-11 13:48:00,U000698,휴대폰결제,교육,86445.0,서울,20대,성공
2024-09-18 09:47:00,U002052,계좌이체,문화/여가,22806.0,전북,50대,성공
2024-09-11 17:57:00,U002657,신용카드,공과금,25372.0,경기,20대,성공
2024-06-19 11:06:00,U003514,체크카드,공과금,80642.0,,20대,성공
2024-08-23 18:36:00,U000439,신용카드,기타,7512.0,충북,30대,성공
2024/09/02 18:14,U000985,체크카드,식음료,10270.0,강원,40대,성공
2024-08-29 10:26:00,U002434,신용카드,교육,54756.0,경기,20대,성공
2024-12-11 21:21:00,U002197,체크카드,교육,42028.0,경북,50대,실패
2024-03-06 21:25:00,U001960,신용카드,문화/여가,5662.0,서울,50대,성공
2024/09/25 21:11,U000572,휴대폰결제,교통,1361.0,충북,30대,성공
2024-05-05 17:11:00,U001966,신용카드,교육,80753.0,경기,20대,성공
2024-01-30 13:36:00,U001710,신용카드,여행,508782.0,서울,50대,성공
2024-06-11 10:35:00,U002962,계좌이체,의료,21369.0,충남,20대,성공
2024-12-16 20:20:00,U001672,체크카드,문화/여가,20997.0,서울,30대,성공
2024-07-05 20:51:00,U003044,포인트결제,의료,52267.0,서울,,성공
2024/12/11 12:38,U000456,신용카드,식음료,30205.0,대전,20대,성공
2024-01-16 06:00:00,U000066,신용카드,식음료,15231.0,부산,30대,성공
2024-05-29 13:20:00,U002507,신용카드,공과금,53420.0,서울,40대,성공
2024-11-24 13:00:00,U001228,체크카드,쇼핑,-109262.0,대구,20대,성공
2024-08-22 08:41:00,U000038,신용카드,쇼핑,98229.0,경기,20대,성공
2024-10-17 18:56:00,U003323, 신용카드 ,식음료,28089.0,경북,30대,성공
2024-10-25 08:58:00,U002273,계좌이체,교육,156063.0,경북,20대,성공
2024-08-07 08:43:00,U000414,신용카드,식음료,6495.0,서울,20대,성공
2024-09-25 11:00:00,U002548,신용카드,교통,2222.0,서울,40대,성공
2024-06-18 08:54:00,U000691,체크카드,교육,99508.0,서울,30대,성공
2024-07-17 10:15:00,U000997,계좌이체,공과금,182833.0,전북,20대,성공
2024-04-01 17:54:00,U003596,신용카드,식음료,8625.0,인천,30대,성공
2024-03-03 19:42:00,U002932,계좌이체,의료,91307.0,경기,10대,성공
2024/03/31 03:30,U000897,신용카드,공과금,197623.0,서울,60대 이상,성공
2024-05-11 17:42:00,U003150,,의료,165191.0,경기,30대,성공
2024-10-02 20:34:00,U002295,계좌이체,문화/여가,34100.0,경기,40대,성공
2024-07-30 22:04:00,U000227,체크카드,쇼핑,18605.0,경기,30대,성공
2024-10-21 22:18:00,U000876,계좌이체,문화/여가,33500.0,서울,30대,성공
2024-05-06 08:14:00,U003523,포인트결제,식음료,21258.0,서울,40대,성공
2024-06-28 22:29:00,U003273,신용카드,의료,38310.0,인천,20대,성공
2024-03-20 19:38:00,U003473,체크카드,여행,96658.0,대전,40대,성공
2024-09-15 03:01:00,U002404,신용카드,교육,13124.0,,20대,성공
2024-09-18 16:54:00,U003920,포인트결제,쇼핑,21392.0,광주,40대,성공
2024-04-17 13:11:00,U003032,계좌이체,기타,44021.0,경기,40대,실패
2024-03-12 17:35:00,U000054,포인트결제,의료,118458.0,서울,30대,성공
2024-09-17 14:41:00,U001293,체크카드,교통,5727.0,강원,20대,성공
2024-11-21 19:54:00,U000954,신용카드,문화/여가,22149.0,경기,20대,성공
2024/09/26 10:04,U002752,체크카드,기타,24388.0,경기,20대,성공
2024-11-25 20:13:00,U003400,체크카드,공과금,72576.0,,30대,성공
2024-10-27 09:54:00,U003124,신용카드,쇼핑,9625.0,경기,40대,성공
2024/05/12 19:31,U002141,휴대폰결제,여행,155856.0,경기,20대,성공
2024/01/10 10:29,U003935,체크카드,의료,13998.0,서울,40대,성공
2024-08-30 16:17:00,U002818,포인트결제,식음료,7034.0,대구,60대 이상,성공
2024/07/13 12:30,U003362,포인트결제,쇼핑,40768.0,인천,50대,성공
2024-08-28 06:26:00,U001516,계좌이체,쇼핑,27669.0,광주,50대,성공
2024-08-29 20:02:00,U002236,신용카드,교통,3759.0,경북,,성공
2024-05-26 06:31:00,U000687,계좌이체,쇼핑,70038.0,서울,40대,성공
2024-12-04 13:27:00,U002772,체크카드,식음료,8736.0,경기,40대,성공
2024/12/04 08:39,U001410, 신용카드 ,쇼핑,51157.0,인천,50대,성공
2024-11-13 12:44:00,U003584, 신용카드 ,문화/여가,22927.0,서울,30대,성공
2024-06-19 17:34:00,U000875,계좌이체,교통,500.0,서울,40대,성공
2024-01-21 16:40:00,U002960,휴대폰결제,쇼핑,106234.0,경기,30대,성공
2024-01-11 17:20:00,U002134,신용카드,쇼핑,53764.0,전남,30대,성공
2024/08/28 11:18,U001650,포인트결제,교통,3465.0,서울,30대,성공
2024-09-11 09:50:00,U003741,체크카드,쇼핑,106736.0,경기,60대 이상,성공
2024-12-26 18:47:00,U000697,신용카드,식음료,41135.0,제주,50대,성공
2024-01-03 08:57:00,U003653,계좌이체,기타,13418.0,경기,30대,성공
2024-11-29 04:50:00,U000315,계좌이체,식음료,26293.0,,,성공
2024/11/14 11:58,U000145,신용카드,식음료,4739.0,경기,40대,성공
2024-07-24 14:53:00,U002420,신용카드,식음료,18184.0,서울,30대,성공
2024/06/16 01:21,U000502,신용카드,여행,337538.0,부산,30대,성공
2024-05-12 14:16:00,U003142,신용카드,여행,531317.0,경남,10대,성공
2024-03-18 16:08:00,U003205,계좌이체,쇼핑,153487.0,서울,20대,성공
2024-09-24 19:36:00,U003210,,여행,313954.0,전북,50대,성공
2024-03-08 07:54:00,U000188,신용카드,기타,12464.0,,30대,성공
2024/10/12 11:39,U002241,체크카드,교통,1700.0,인천,40대,성공
2024-12-12 14:36:00,U002862,체크카드,기타,48856.0,서울,50대,성공
2024-02-25 08:11:00,U002207,포인트결제,기타,24997.0,경기,20대,성공
2024-07-08 13:20:00,U002333,신용카드,식음료,28764.0,울산,30대,성공
2024-02-09 19:25:00,U000396,신용카드,문화/여가,42364.0,대구,60대 이상,성공
2024-04-01 14:58:00,U000069,신용카드,식음료,10907.0,경기,30대,성공
2024-10-22 11:15:00,U001312,휴대폰결제,여행,97503.0,대전,20대,성공
2024-09-20 17:57:00,U003109,신용카드,쇼핑,52518.0,서울,30대,성공
2024-06-11 17:51:00,U000601,신용카드,쇼핑,70750.0,경기,20대,성공
2024-04-04 09:28:00,U001835,휴대폰결제,식음료,27400.0,서울,40대,성공
2024-06-27 20:11:00,U000207,신용카드,교통,3202.0,광주,30대,성공
2024-12-16 18:01:00,U002202,체크카드,공과금,45924.0,인천,40대,성공
2024/05/16 13:22,U000881,신용카드,공과금,140945.0,전남,30대,성공
2024-07-12 05:45:00,U002929,신용카드,식음료,29089.0,인천,20대,성공
2024-03-14 08:07:00,U001840,신용카드,식음료,11886.0,경기,20대,성공
2024-02-11 08:20:00,U002227,신용카드,쇼핑,61713.0,경기,30대,성공
2024-07-18 17:29:00,U000210,휴대폰결제,식음료,15142.0,대구,40대,성공
2024-09-22 20:23:00,U000556,신용카드,쇼핑,13272.0,대전,20대,성공
2024-07-15 20:41:00,U003455,신용카드,식음료,7001.0,전북,20대,성공
2024/01/12 03:30,U003983,신용카드,교통,3426.0,대구,40대,성공
2024/09/22 07:40,U001516,신용카드,쇼핑,47456.0,서울,20대,성공
2024-01-14 12:52:00,U003574,포인트결제,쇼핑,50943.0,전북,20대,성공
2024-06-30 09:31:00,U002026,신용카드,공과금,40308.0,울산,20대,성공
2024-12-06 23:01:00,U002213,체크카드,교통,6109.0,광주,,성공
2024/11/30 16:16,U000542,신용카드,기타,16612.0,,40대,성공
2024-04-26 10:54:00,U002516,신용카드,식음료,10788.0,부산,20대,성공
2024/12/01 10:13,U000402,신용카드,쇼핑,9487.0,대구,30대,성공
2024-05-09 21:26:00,U000613,체크카드,교통,679.0,대구,20대,실패
2024-08-09 17:27:00,U003760,계좌이체,공과금,48426.0,서울,40대,성공
2024/12/05 12:57,U000304, 신용카드 ,쇼핑,87939.0,부산,60대 이상,성공
2024-03-19 17:32:00,U003941,체크카드,식음료,26176.0,경기,20대,성공
2024-06-11 10:14:00,U002221,신용카드,교통,831.0,전남,30대,성공
2024-02-18 18:14:00,U000903,계좌이체,의료,95995.0,전남,20대,성공
2024-10-29 12:25:00,U002851,포인트결제,의료,29624.0,부산,50대,실패
2024-09-12 10:42:00,U001387,포인트결제,의료,12068.0,서울,40대,성공
2024-06-29 08:00:00,U003824,체크카드,쇼핑,23847.0,세종,50대,성공
2024-10-25 20:38:00,U002560,포인트결제,식음료,14239.0,서울,,성공
2024-07-27 22:58:00,U001503,신용카드,식음료,20742.0,경기,30대,성공
2024/04/30 15:39,U003510,신용카드,식음료,-23451.0,경기,30대,성공
2024-07-03 08:22:00,U001295,계좌이체,교통,3758.0,대전,30대,성공
2024-06-30 12:18:00,U003403,신용카드,교통,3865.0,인천,60대 이상,성공
2024-07-05 09:05:00,U002524,체크카드,교육,130580.0,대구,,성공
2024-10-28 10:11:00,U000398,신용카드,여행,172917.0,서울,20대,성공
2024-04-29 20:54:00,U003179,계좌이체,기타,1304.0,부산,40대,성공
2024-05-12 16:12:00,U001548, 신용카드 ,기타,8616.0,충북,10대,성공
2024-06-16 10:54:00,U003898,계좌이체,교육,206612.0,서울,20대,성공
2024-08-18 08:31:00,U003602,신용카드,의료,20507.0,경북,50대,성공
2024-03-25 13:29:00,U000970,계좌이체,문화/여가,9465.0,경기,20대,성공
2024/05/22 08:57,U003684,신용카드,쇼핑,6334.0,세종,20대,성공
2024-01-06 18:18:00,U000348,신용카드,식음료,7524.0,경남,30대,성공
2024-09-21 09:14:00,U001433,계좌이체,식음료,21143.0,경기,30대,성공
2024-01-23 18:10:00,U000282, 신용카드 ,교육,32372.0,서울,30대,성공
2024-11-23 19:44:00,U003289,신용카드,기타,2728.0,전남,20대,실패
2024-10-11 02:19:00,U000138,포인트결제,기타,41607.0,부산,40대,취소
2024-09-28 19:08:00,U002518,신용카드,쇼핑,22688.0,인천,20대,성공
2024-12-30 14:45:00,U000661,신용카드,공과금,108039.0,서울,50대,실패
2024/07/03 21:45,U001849,신용카드,식음료,13232.0,광주,50대,성공
2024-08-30 04:05:00,U000215,신용카드,식음료,22665.0,부산,20대,성공
2024-01-30 14:02:00,U000556,계좌이체,기타,7378.0,서울,60대 이상,성공
2024-05-26 19:02:00,U001984,포인트결제,기타,15951.0,경기,20대,성공
2024/11/02 18:08,U000903,신용카드,의료,11444.0,경기,30대,성공
2024-04-15 14:36:00,U001015,신용카드,교통,9311.0,서울,40대,성공
2024/10/04 21:18,U002046,신용카드,쇼핑,177803.0,서울,20대,성공
2024-07-13 11:10:00,U003805,신용카드,교통,2574.0,서울,30대,성공
2024-09-26 22:54:00,U001457,포인트결제,교육,87224.0,경남,40대,성공
2024-03-30 15:21:00,U002673,체크카드,공과금,55859.0,부산,30대,성공
2024-01-14 19:25:00,U000380,계좌이체,쇼핑,48034.0,전남,,성공
2024-09-26 22:15:00,U001154,신용카드,교통,1364.0,서울,20대,성공
2024-05-18 19:10:00,U002169,신용카드,의료,75793.0,울산,30대,성공
2024/01/18 16:01,U000786,포인트결제,여행,192746.0,서울,50대,성공
2024-09-11 21:35:00,U003892,계좌이체,여행,381555.0,서울,30대,성공
2024-10-10 16:36:00,U000399,계좌이체,문화/여가,41073.0,서울,50대,성공
2024-11-04 22:33:00,U000761,체크카드,식음료,27744.0,광주,40대,성공
2024-02-02 15:35:00,U003598, 신용카드 ,공과금,75579.0,울산,40대,성공
2024-01-28 20:05:00,U003219,계좌이체,쇼핑,40057.0,대전,30대,성공
2024-06-13 15:29:00,U002254,포인트결제,공과금,47755.0,강원,20대,성공
2024-02-26 22:57:00,U002514,신용카드,식음료,18625.0,경기,40대,실패
2024-02-21 17:32:00,U001207,체크카드,교통,1467.0,충남,,성공
2024-09-07 11:30:00,U002048,포인트결제,교육,79350.0,경기,30대,성공
2024/03/20 16:37,U001768,휴대폰결제,공과금,54791.0,경북,30대,성공
2024-01-24 06:57:00,U000812,체크카드,기타,11772.0,서울,50대,성공
2024-01-30 22:25:00,U001454,신용카드,문화/여가,34484.0,인천,20대,취소
2024-04-11 13:33:00,U001133,휴대폰결제,문화/여가,53054.0,경기,20대,성공
2024-04-05 12:59:00,U001872,신용카드,교통,2351.0,경기,,성공
2024-08-30 12:42:00,U001186,계좌이체,식음료,9723.0,인천,40대,성공
2024-08-15 20:23:00,U002688,신용카드,식음료,21520.0,전북,40대,성공
2024-04-03 06:01:00,U000962,신용카드,식음료,18588.0,전남,50대,성공
2024-06-21 13:59:00,U000665,계좌이체,식음료,17063.0,대구,30대,성공
2024/02/24 19:18,U001818, 신용카드 ,교통,2960.0,서울,20대,성공
2024-05-07 17:34:00,U003239,신용카드,기타,10785.0,충북,20대,성공
2024-02-27 16:46:00,U000957,신용카드,교통,1804.0,부산,20대,성공
2024-12-18 19:16:00,U001229,신용카드,의료,11855.0,인천,,성공
2024/09/04 21:04,U000710,포인트결제,문화/여가,108235.0,전남,40대,성공
2024-08-22 10:40:00,U003338,포인트결제,기타,54671.0,경기,20대,성공
2024/07/21 13:58,U001223,,교육,238643.0,부산,20대,성공
2024/04/14 13:34,U002723,,문화/여가,79965.0,경기,40대,성공
2024-02-03 07:29:00,U003223,포인트결제,공과금,16530.0,강원,30대,성공
2024-10-19 07:26:00,U000793,신용카드,식음료,15420.0,경남,40대,성공
2024-01-01 12:13:00,U002013,체크카드,의료,,경기,40대,성공
2024-05-27 23:41:00,U002337, 신용카드 ,식음료,9656.0,경기,40대,성공
2024-12-16 18:16:00,U003609,신용카드,식음료,2740.0,서울,20대,성공
2024-08-29 14:25:00,U003878,체크카드,교통,5659.0,서울,50대,성공
2024-11-08 12:49:00,U001519,신용카드,문화/여가,26273.0,경기,50대,성공
2024/01/11 11:19,U003120,체크카드,의료,17971.0,경기,50대,성공
2024-04-23 19:01:00,U001172,계좌이체,쇼핑,3929.0,서울,30대,성공
2024-01-15 11:04:00,U001004, 신용카드 ,교육,97583.0,세종,30대,성공
2024-06-27 09:14:00,U003460,포인트결제,식음료,10173.0,인천,20대,실패
2024-06-28 13:39:00,U003088,포인트결제,교육,45026.0,서울,10대,성공
2024-05-04 20:43:00,U000923,포인트결제,의료,17227.0,서울,40대,성공
2024-08-15 03:13:00,U002433,계좌이체,여행,139612.0,서울,20대,성공
2024/07/18 18:29,U002047,신용카드,의료,22752.0,서울,,성공
2024-05-18 12:04:00,U000972,신용카드,교통,935.0,대구,30대,성공
2024-08-19 19:06:00,U001010,신용카드,공과금,43724.0,인천,20대,성공
2024-01-11 17:30:00,U001463,체크카드,기타,19045.0,경북,40대,성공
2024-09-12 10:10:00,U003950,체크카드,기타,4338.0,경기,40대,성공
2024-03-21 09:59:00,U000956,계좌이체,식음료,7585.0,울산,30대,성공
2024-01-04 20:54:00,U002770,체크카드,쇼핑,39887.0,전북,30대,성공
2024-07-07 20:28:00,U000121,신용카드,식음료,19869.0,서울,60대 이상,성공
2024-04-24 15:55:00,U001829,체크카드,의료,17273.0,서울,30대,취소
2024-05-21 12:19:00,U001552,신용카드,쇼핑,67874.0,대전,40대,성공
2024-11-28 19:27:00,U002817,신용카드,교육,233637.0,서울,20대,성공
2024-08-28 17:31:00,U003177,휴대폰결제,식음료,18283.0,제주,40대,성공
2024-12-18 10:07:00,U002774,신용카드,교육,68919.0,인천,20대,성공
2024-08-05 20:05:00,U001647,계좌이체,식음료,1656.0,경기,30대,성공
2024-03-04 18:09:00,U001975,휴대폰결제,교육,30499.0,경기,20대,취소
2024-08-23 10:32:00,U001381,신용카드,기타,24164.0,경기,30대,성공
2024-06-27 07:03:00,U001715,포인트결제,공과금,64339.0,경기,50대,성공
2024/05/11 19:34,U002038,체크카드,교육,70535.0,서울,60대 이상,성공
2024-02-02 20:42:00,U000881,체크카드,쇼핑,32978.0,충남,30대,성공
2024-09-17 19:20:00,U003464,체크카드,식음료,22552.0,강원,60대 이상,성공
2024-09-06 19:25:00,U003401,신용카드,교육,29816.0,충남,20대,성공
2024/12/18 19:20,U001389,포인트결제,문화/여가,33403.0,서울,30대,성공
2024-03-09 03:37:00,U003231,포인트결제,식음료,2118.0,대구,40대,성공
2024-10-25 17:54:00,U000469,계좌이체,의료,54472.0,부산,30대,성공
2024-09-09 22:16:00,U000328,신용카드,식음료,3900.0,경기,30대,취소
2024/08/07 19:48,U003011,체크카드,교통,819.0,서울,40대,성공
2024-12-06 15:55:00,U001447,신용카드,쇼핑,28208.0,제주,30대,성공
2024-03-25 13:56:00,U000518,신용카드,식음료,4738.0,대전,20대,성공
2024-10-08 16:39:00,U001128,신용카드,식음료,13699.0,서울,40대,성공
2024-12-27 15:33:00,U000471,신용카드,문화/여가,48391.0,서울,30대,성공
2024-01-16 21:01:00,U002817,체크카드,교통,7203.0,경기,30대,취소
2024-02-28 19:25:00,U002208,신용카드,식음료,14780.0,인천,40대,성공
2024/02/29 10:22,U001525,신용카드,교통,2446.0,경기,40대,성공
2024-03-04 11:51:00,U002015,계좌이체,의료,68589.0,경기,20대,성공
2024-07-31 18:35:00,U002060,휴대폰결제,교육,41308.0,부산,40대,성공
2024-08-20 12:42:00,U000383,체크카드,교통,2797.0,서울,30대,성공
2024-04-27 21:28:00,U003606,신용카드,식음료,18256.0,충북,40대,성공
2024-03-01 10:19:00,U000548,신용카드,교육,144507.0,강원,40대,성공
2024/07/11 06:47,U001943,포인트결제,교육,46914.0,서울,60대 이상,성공
2024/07/19 15:17,U001986,계좌이체,교육,312558.0,부산,50대,성공
2024-03-09 15:41:00,U003348,체크카드,의료,83603.0,서울,40대,성공
2024-08-07 10:28:00,U000594, 신용카드 ,문화/여가,15132.0,경북,20대,성공
